Restaurant,Latitude,Longitude,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Cook_Time
ID_2419,39.63434511,-85.74872235,Cafe,$30.00,$50.00,3.8,68,26,30 minutes
ID_5503,39.36499559,-85.92001167,North Indian,$10.00,$50.00,3.9,2080,268,45 minutes
ID_1971,39.5389095,-85.11951097,"South Indian, Chinese",$15.00,$50.00,3.6,98,51,30 minutes
ID_435,39.90444907,-85.1062942,North Indian,$20.00,$50.00,3.4,42,3,30 minutes
ID_2162,39.47101838,-85.47430529,"North Indian, Chinese, South Indian",$20.00,$50.00,3.7,51,18,45 minutes
ID_3638,39.76449736,-85.11780264,"Raw Meats, Naga",$10.00,$50.00,3.6,19,7,30 minutes
ID_3078,39.91263433,-85.3097103,"North Indian, South Indian, Chinese, Bakery",$20.00,$50.00,3.4,214,116,45 minutes
ID_3938,39.35610906,-85.19919413,"Mithai, Fast Food",$15.00,$50.00,3.4,42,6,45 minutes
ID_3121,39.38947397,-85.18513869,"South Indian, North Indian, Chinese",$10.00,$50.00,4.0,1265,547,45 minutes
ID_7260,39.89038312,-85.84944378,"North Indian, Mughlai",$15.00,$50.00,NEW,-,-,30 minutes
ID_6137,39.05081847,-85.19755175,Fast Food,$10.00,$50.00,3.9,237,90,45 minutes
ID_7632,39.26264412,-85.01209256,"North Indian, Mughlai, Chinese",$25.00,$50.00,3.7,99,50,45 minutes
ID_7217,39.88021199,-85.73211671,"North Indian, Chinese",$15.00,$50.00,-,-,-,30 minutes
ID_7209,39.17966186,-85.65193126,"Korean, Momos, Asian",$80.00,$50.00,4.0,262,112,30 minutes
ID_1789,39.40067884,-85.64603538,"Fast Food, Burger, American, Wraps",$15.00,$99.00,3.4,50,14,45 minutes
ID_2034,39.57115562,-85.7321507,"Biryani, Fast Food",$10.00,$50.00,3.4,15,4,30 minutes
ID_7059,39.3870282,-85.26206415,"Beverages, Juices, Fast Food",$10.00,$50.00,-,-,-,45 minutes
ID_2768,39.40695163,-85.31982047,"Fast Food, Bakery",$20.00,$50.00,-,-,-,30 minutes
ID_2138,39.71028556,-85.11667956,"Andhra, Chinese, Biryani",$20.00,$50.00,3.1,230,54,45 minutes
ID_7830,39.35969872,-85.55752303,"Chinese, North Indian",$15.00,$50.00,3.5,15,3,30 minutes
ID_1398,39.11790817,-85.32007855,Juices,$5.00,$50.00,-,-,-,30 minutes
ID_3479,39.97722517,-85.68097979,"Rolls, Biryani",$15.00,$50.00,3.3,11,3,30 minutes
ID_2278,39.09650853,-85.94416843,"North Indian, South Indian, Chinese",$15.00,$50.00,3.3,153,13,45 minutes
ID_6706,39.64233749,-85.03482294,"South Indian, Fast Food, North Indian, Chinese, Biryani",$30.00,$50.00,3.6,294,58,45 minutes
ID_3757,39.88467112,-85.39436461,"North Indian, Chinese, Mithai",$15.00,$50.00,-,-,-,30 minutes
ID_7838,39.22506303,-85.13392829,"Fast Food, Chinese",$10.00,$50.00,3.4,20,6,30 minutes
ID_956,39.03870033,-85.61592904,Healthy Food,$25.00,$50.00,3.6,112,63,30 minutes
ID_3941,39.55040846,-85.03793367,North Indian,$15.00,$50.00,-,-,-,30 minutes
ID_362,39.1660343,-85.09476742,"Ice Cream, Beverages",$10.00,$50.00,-,-,-,30 minutes
ID_6738,39.70347253,-85.99603437,"South Indian, Beverages",$10.00,$50.00,3.3,1097,57,45 minutes
ID_226,39.9755519,-85.39357652,"Mughlai, North Indian",$40.00,$50.00,3.6,19,11,30 minutes
ID_4170,39.935044,-85.56833563,"North Indian, Chinese, South Indian, Fast Food",$15.00,$50.00,3.0,5,-,30 minutes
ID_2980,39.39249321,-85.01334803,"North Indian, South Indian",$15.00,$50.00,3.7,80,31,45 minutes
ID_5613,39.93340755,-85.00154061,"Mughlai, North Indian",$15.00,$50.00,3.7,81,18,45 minutes
ID_1855,39.00889915,-85.77954703,"North Indian, Chinese",$15.00,$50.00,NEW,-,-,30 minutes
ID_7720,39.72632784,-85.79061907,"European, American, Bakery, Salad",$55.00,$50.00,4.1,2221,1276,30 minutes
ID_484,39.3164045,-85.85087104,"North Indian, Beverages",$15.00,$50.00,2.8,4,4,45 minutes
ID_2977,39.39679767,-85.64521748,South Indian,$15.00,$99.00,4.1,1008,245,45 minutes
ID_4629,39.82516917,-85.91722048,Arabian,$30.00,$50.00,3.7,953,43,45 minutes
ID_5643,39.3120465,-85.38127332,"Pizza, Fast Food",$20.00,$50.00,3.9,23,17,30 minutes
ID_7516,39.95274292,-85.07903691,"North Indian, Chinese",$20.00,$50.00,3.8,133,99,30 minutes
ID_5997,39.79905824,-85.50208399,"Fast Food, Pizza, Rolls, Sandwich",$15.00,$50.00,3.4,16,4,30 minutes
ID_1923,39.29792097,-85.25954362,"Ice Cream, Beverages",$10.00,$50.00,-,-,-,30 minutes
ID_8606,39.5776618,-85.44245453,"South Indian, Beverages",$25.00,$50.00,3.2,14,13,30 minutes
ID_3629,39.47285011,-85.76612655,"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts, Beverages",$20.00,$50.00,3.6,36,31,30 minutes
ID_6315,39.92466029,-85.36454537,"Fast Food, Street Food, Beverages",$20.00,$50.00,3.4,54,17,30 minutes
ID_1841,39.91431572,-85.07493575,"Cafe, Fast Food, Beverages",$30.00,$50.00,4.4,1434,941,45 minutes
ID_6102,39.16946976,-85.73525763,"North Indian, Chinese, Mughlai",$20.00,$50.00,2.9,6,2,65 minutes
ID_3293,39.17680668,-85.97729697,North Indian,$15.00,$50.00,NEW,-,-,30 minutes
ID_6150,39.77235401,-85.83393068,"North Indian, Rolls",$15.00,$50.00,3.2,9,1,30 minutes
ID_4746,39.85518545,-85.96305838,Bakery,$10.00,$50.00,4.1,27,23,30 minutes
ID_4070,39.82773852,-85.31995498,"North Indian, Chinese",$20.00,$50.00,3.8,18,11,30 minutes
ID_1313,39.92555462,-85.16573616,Beverages,$10.00,$50.00,3.2,7,3,30 minutes
ID_427,39.46222597,-85.40389424,"North Indian, Chinese",$10.00,$50.00,3.4,207,107,45 minutes
ID_6493,39.81863735,-85.02625359,South Indian,$15.00,$50.00,3.6,26,8,30 minutes
ID_3455,39.34574282,-85.3484503,"Cafe, Fast Food",$15.00,$50.00,3.9,152,81,45 minutes
ID_1796,39.90126075,-85.85336555,"Cafe, Beverages, Bakery",$20.00,$50.00,4.1,343,256,45 minutes
ID_8418,39.7948996,-85.83763582,"North Indian, Rolls",$15.00,$50.00,2.6,29,7,30 minutes
ID_6664,39.35478494,-85.9284404,North Indian,$15.00,$50.00,NEW,-,-,30 minutes
ID_8329,39.65096465,-85.51236976,"Chinese, Fast Food",$15.00,$50.00,3.0,8,1,30 minutes
ID_1721,39.55530819,-85.97199705,"Chinese, Rolls",$25.00,$99.00,3.3,27,9,30 minutes
ID_707,39.44749556,-85.05649688,North Indian,$20.00,$50.00,3.2,4,1,30 minutes
ID_7260,39.19183347,-85.4136247,"North Indian, Mughlai",$15.00,$50.00,2.8,7,3,30 minutes
ID_6108,39.21450042,-85.83134025,"Chinese, North Indian, Mughlai",$30.00,$50.00,3.7,243,84,65 minutes
ID_337,39.87946824,-85.50582374,"South Indian, North Indian, Chinese",$15.00,$50.00,3.8,73,30,30 minutes
ID_3168,39.08843184,-85.01135102,"Sandwich, Fast Food",$10.00,$50.00,4.0,55,14,30 minutes
ID_6073,39.05911229,-85.75096665,"North Indian, Chinese",$40.00,$50.00,3.6,404,188,45 minutes
ID_1499,39.12625191,-85.62142667,"North Indian, Chinese",$10.00,$50.00,3.0,10,3,65 minutes
ID_4824,39.34705036,-85.75433671,"Momos, Fast Food",$5.00,$50.00,3.6,29,15,30 minutes
ID_5389,39.6590066,-85.49693814,"North Indian, Chinese",$15.00,$50.00,3.0,50,19,45 minutes
ID_8125,39.53745301,-85.96195386,"Pizza, Fast Food",$20.00,$50.00,3.2,13,1,45 minutes
ID_8084,39.86144502,-85.38701514,"North Indian, Rolls, Desserts",$20.00,$50.00,3.3,18,5,30 minutes
ID_4652,39.60040531,-85.9454547,"Burger, Fast Food, Beverages, Cafe, Desserts",$20.00,$50.00,3.0,4,2,30 minutes
ID_489,39.57339796,-85.33463383,"Chinese, Momos, Thai",$20.00,$50.00,2.9,-,-,30 minutes
ID_3730,39.75128889,-85.33379494,"North Indian, Street Food, Beverages, Chinese",$20.00,$50.00,3.7,51,29,30 minutes
ID_7281,39.55891711,-85.62279529,Fast Food,$10.00,$50.00,3.1,7,1,30 minutes
ID_515,39.52418042,-85.18490644,Fast Food,$10.00,$50.00,3.8,61,11,30 minutes
ID_5274,39.63190446,-85.76467266,North Indian,$40.00,$50.00,2.8,20,1,45 minutes
ID_373,39.15426993,-85.67140652,"North Indian, Fast Food, Chinese, South Indian",$25.00,$99.00,3.9,496,207,30 minutes
ID_2579,39.15143504,-85.98201089,"Fast Food, Desserts",$20.00,$50.00,3.5,11,5,30 minutes
ID_5627,39.60324711,-85.82523518,Kebab,$15.00,$50.00,NEW,-,-,30 minutes
ID_7750,39.60365329,-85.34168505,"Asian, Biryani, North Indian, Desserts",$20.00,$50.00,3.9,87,69,30 minutes
ID_4468,39.82394258,-85.72732132,"South Indian, Chinese",$10.00,$50.00,3.7,546,53,30 minutes
ID_2301,39.58468431,-85.60693809,"Pizza, Fast Food",$20.00,$0.00,3.5,205,47,30 minutes
ID_1900,39.43462224,-85.79699172,Fast Food,$30.00,$50.00,4.4,244,158,30 minutes
ID_3788,39.13639219,-85.34483926,Fast Food,$10.00,$50.00,3.4,12,7,30 minutes
ID_1246,39.39124372,-85.35162975,"Continental, Fast Food",$20.00,$50.00,4.1,30,28,30 minutes
ID_163,39.07894672,-85.96374668,Lebanese,$10.00,$50.00,3.7,26,6,30 minutes
ID_2866,39.4115172,-85.99741555,Street Food,$5.00,$50.00,3.8,145,12,30 minutes
ID_1744,39.44973788,-85.10023395,"North Indian, Chinese",$15.00,$50.00,3.4,25,9,30 minutes
ID_2648,39.05643175,-85.94467041,"Italian, Fast Food",$20.00,$50.00,3.2,60,17,45 minutes
ID_6163,39.98105789,-85.65448537,Fast Food,$20.00,$50.00,3.0,8,3,30 minutes
ID_6015,39.0750944,-85.42681653,Biryani,$15.00,$50.00,3.3,15,1,30 minutes
ID_1631,39.80722199,-85.35246101,"Asian, Thai, Japanese, Chinese, Momos",$60.00,$50.00,4.2,1473,849,65 minutes
ID_6676,39.4735977,-85.51691282,"Lebanese, Rolls, Fast Food",$15.00,$50.00,3.3,9,3,30 minutes
ID_7195,39.675178,-85.25469147,Maharashtrian,$10.00,$50.00,2.8,12,5,30 minutes
ID_7832,39.58877727,-85.32950935,Fast Food,$15.00,$50.00,3.5,86,28,30 minutes
ID_6782,39.6833394,-85.0952884,"North Indian, Gujarati",$15.00,$50.00,3.7,37,8,65 minutes
ID_215,39.54205022,-85.5646645,North Indian,$15.00,$50.00,-,-,-,30 minutes
ID_2054,39.18052726,-85.73064665,"North Indian, Chinese",$20.00,$50.00,3.2,76,18,65 minutes
ID_1964,39.73767594,-85.32835907,"North Indian, Chinese",$20.00,$50.00,4.1,46,41,30 minutes
ID_4151,39.45516631,-85.34316048,"Desserts, Beverages",$15.00,$50.00,4.0,144,79,30 minutes
ID_514,39.28975153,-85.87504983,"South Indian, Chinese, North Indian",$20.00,$50.00,3.8,36,14,30 minutes
ID_6054,39.63779713,-85.46271796,"Tea, Beverages, Fast Food",$15.00,$50.00,3.0,9,3,30 minutes
ID_4290,39.70743233,-85.36500732,"Mughlai, Biryani",$20.00,$50.00,3.9,566,77,30 minutes
ID_989,39.02986127,-85.07876116,"Cafe, Chinese, Italian, North Indian, Juices, Momos",$30.00,$50.00,4.1,1177,696,45 minutes
ID_2571,39.29677491,-85.00431465,"North Indian, Chinese, Mughlai",$25.00,$50.00,3.5,52,40,30 minutes
ID_3658,39.43629537,-85.23002708,Bakery,$10.00,$50.00,3.6,21,15,45 minutes
ID_4906,39.48639857,-85.74113955,"North Indian, Chinese, Biryani",$20.00,$50.00,-,-,-,30 minutes
ID_548,39.63157683,-85.13574094,"Fast Food, Chinese",$15.00,$50.00,-,-,-,30 minutes
ID_6518,39.46542008,-85.00392736,North Indian,$10.00,$50.00,3.5,20,1,30 minutes
ID_4738,39.59935057,-85.37394415,"Cafe, Healthy Food, Beverages, Italian, North Indian",$40.00,$50.00,4.2,246,100,65 minutes
ID_2495,39.02216062,-85.86599873,"Biryani, Fast Food, Beverages",$10.00,$50.00,NEW,-,-,30 minutes
ID_1840,39.39350593,-85.80974313,"Chinese, North Indian, South Indian, Fast Food",$25.00,$50.00,3.9,580,317,30 minutes
ID_3907,39.56772065,-85.29042715,"Bakery, Fast Food, Desserts, North Indian",$20.00,$50.00,3.5,11,3,30 minutes
ID_3380,39.44124651,-85.56706256,"North Indian, Biryani, Chinese",$20.00,$50.00,3.5,32,7,30 minutes
ID_5396,39.66524066,-85.80283378,"Cafe, Italian, Continental",$40.00,$50.00,4.2,738,400,30 minutes
ID_5764,39.4957883,-85.14360351,"North Indian, Asian, Healthy Food",$20.00,$50.00,3.9,169,44,65 minutes
ID_3277,39.50527969,-85.00878229,"South Indian, North Indian, Andhra",$10.00,$50.00,NEW,-,-,30 minutes
ID_6882,39.47001093,-85.1079519,"Bakery, Fast Food, Desserts",$20.00,$50.00,3.9,332,148,65 minutes
ID_7324,39.17324274,-85.50905462,"Fast Food, North Indian",$10.00,$50.00,NEW,-,-,30 minutes
ID_471,39.32529858,-85.50349195,"Arabian, Biryani",$20.00,$50.00,-,-,-,30 minutes
ID_147,39.84413916,-85.26615734,"Mughlai, North Indian, Continental, Modern Indian, Street Food",$40.00,$50.00,4.3,296,187,30 minutes
ID_712,39.26499078,-85.95983497,"Fast Food, Lebanese, Beverages",$10.00,$50.00,NEW,-,-,30 minutes
ID_5538,39.39059959,-85.46998182,"North Indian, Beverages",$10.00,$50.00,-,-,-,30 minutes
ID_1959,39.99459482,-85.39099686,"North Indian, Chinese, Momos",$20.00,$50.00,3.5,215,35,45 minutes
ID_2178,39.48719897,-85.42181475,"North Indian, Chinese, South Indian, Continental",$10.00,$50.00,3.4,25,10,30 minutes
ID_1976,39.21003998,-85.02930857,"North Indian, Continental",$20.00,$50.00,3.4,10,4,30 minutes
ID_4062,39.61669873,-85.30801848,"Beverages, Street Food",$15.00,$50.00,3.9,170,86,30 minutes
ID_3245,39.01675089,-85.40897271,"Fast Food, Chinese, Momos",$15.00,$50.00,2.9,17,2,45 minutes
ID_7072,39.2917643,-85.1981206,South Indian,$15.00,$50.00,3.3,9,3,30 minutes
ID_1285,39.07573376,-85.12916209,"Cafe, Momos, North Indian, Desserts",$15.00,$50.00,3.8,166,54,45 minutes
ID_6668,39.61282882,-85.00963931,"North Indian, Chinese, Italian, Continental, Thai",$60.00,$50.00,3.7,297,168,45 minutes
ID_4461,39.50752603,-85.06039958,"North Indian, Fast Food",$10.00,$50.00,-,-,-,30 minutes
ID_6632,39.70934607,-85.34164375,"Chinese, Fast Food, Ice Cream, Beverages",$25.00,$50.00,3.7,212,101,30 minutes
ID_301,39.48778903,-85.72917438,"Fast Food, Mithai, Bakery",$10.00,$50.00,3.2,12,3,30 minutes
ID_3932,39.18197506,-85.3829597,Street Food,$10.00,$50.00,3.6,238,153,30 minutes
ID_5945,39.89011786,-85.65476996,"Chinese, North Indian, Fast Food, Momos",$45.00,$99.00,4.1,2664,1356,30 minutes
ID_6084,39.15264777,-85.73438108,Mughlai,$35.00,$50.00,3.4,34,16,45 minutes
ID_1739,39.45597404,-85.40072218,"North Indian, Chinese, South Indian",$15.00,$50.00,3.7,87,30,30 minutes
ID_4251,39.82405764,-85.00956177,"Beverages, Desserts, Ice Cream",$10.00,$50.00,-,-,-,30 minutes
ID_2206,39.65846849,-85.83338297,"Mughlai, North Indian",$30.00,$50.00,4.4,103,78,30 minutes
ID_2772,39.40177075,-85.49237382,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",$20.00,$50.00,3.7,27,16,30 minutes
ID_1678,39.43064233,-85.98513626,Fast Food,$20.00,$50.00,3.4,442,98,45 minutes
ID_442,39.44407258,-85.93209943,"North Indian, Chinese, Fast Food",$20.00,$50.00,3.2,10,2,30 minutes
ID_1175,39.30615615,-85.86449813,"Fast Food, Street Food, Beverages",$20.00,$50.00,2.8,20,5,30 minutes
ID_1891,39.72686769,-85.21495757,"Burger, Fast Food, Beverages",$20.00,$50.00,4.3,328,97,45 minutes
ID_2440,39.57230235,-85.59260109,"North Indian, Chinese",$35.00,$50.00,3.7,201,118,30 minutes
ID_6771,39.1054992,-85.16705276,"South Indian, Chinese",$15.00,$50.00,3.5,40,22,45 minutes
ID_531,39.92446075,-85.33422509,"American, North Indian, Finger Food",$55.00,$50.00,4.0,467,242,45 minutes
ID_5652,39.35537366,-85.94247217,"North Indian, Mughlai, Kebab",$55.00,$50.00,3.9,740,268,45 minutes
ID_480,39.1234405,-85.92225162,"North Indian, Chinese, South Indian",$20.00,$50.00,NEW,-,-,30 minutes
ID_8020,39.53821129,-85.43091256,Fast Food,$15.00,$50.00,3.8,35,12,30 minutes
ID_6983,39.17537347,-85.85224015,South Indian,$10.00,$50.00,3.5,18,6,30 minutes
ID_7473,39.84316586,-85.16791827,"Chinese, North Indian",$20.00,$50.00,3.4,39,17,30 minutes
ID_3967,39.00223504,-85.64881724,"Bakery, Desserts, Fast Food",$15.00,$50.00,3.5,47,16,65 minutes
ID_4972,39.59103004,-85.26469608,"Chinese, Fast Food, South Indian, North Indian",$15.00,$50.00,-,-,-,45 minutes
ID_5605,39.64830971,-85.97817271,"North Indian, South Indian, Continental",$40.00,$99.00,4.3,1028,728,65 minutes
ID_3614,39.58333544,-85.21805681,"North Indian, Rolls",$30.00,$50.00,4.1,180,110,30 minutes
ID_3279,39.55528627,-85.09548734,"North Indian, Fast Food",$10.00,$50.00,3.6,36,1,30 minutes
ID_3162,39.39959259,-85.36000631,South Indian,$15.00,$50.00,3.4,30,4,30 minutes
ID_8443,39.46312354,-85.72791374,"Biryani, North Indian",$10.00,$50.00,-,-,-,45 minutes
ID_3522,39.25379045,-85.79141175,"Juices, Fast Food",$10.00,$50.00,3.9,82,26,45 minutes
ID_1343,39.3283166,-85.72327453,Bakery,$15.00,$50.00,NEW,-,-,30 minutes
ID_1074,39.25517299,-85.36751568,"Mithai, Street Food",$15.00,$50.00,3.7,6,-,30 minutes
ID_5825,39.71194439,-85.47098595,"North Indian, Chinese",$25.00,$50.00,3.2,7,2,30 minutes
ID_924,39.54206014,-85.89976462,"Biryani, North Indian, Chinese",$25.00,$50.00,3.5,51,32,30 minutes
ID_4248,39.35893857,-85.99141787,"Fast Food, Beverages",$15.00,$50.00,3.8,24,9,30 minutes
ID_1064,39.58777695,-85.56480514,"Continental, North Indian, BBQ, Steak",$80.00,$50.00,4.7,9054,6504,45 minutes
ID_6800,39.42302259,-85.72012556,"Mithai, Street Food",$10.00,$50.00,NEW,-,-,30 minutes
ID_7271,39.39731299,-85.57053762,South Indian,$5.00,$50.00,3.1,98,10,30 minutes
ID_12,39.21076105,-85.41059164,North Indian,$10.00,$50.00,3.4,19,6,30 minutes
ID_781,39.46376558,-85.02703975,"Mithai, Street Food",$5.00,$50.00,NEW,-,-,30 minutes
ID_3042,39.01198835,-85.83197345,"Sandwich, Beverages, Fast Food",$10.00,$50.00,3.6,29,6,30 minutes
ID_3071,39.10191235,-85.29298515,"North Indian, Mughlai, Chinese",$20.00,$50.00,3.4,26,13,30 minutes
ID_2970,39.5622732,-85.69464296,"Mithai, Street Food",$10.00,$50.00,3.9,110,26,30 minutes
ID_2807,39.34127643,-85.19135774,Fast Food,$20.00,$50.00,-,-,-,30 minutes
ID_1788,39.34239206,-85.55690685,"Chinese, Thai",$30.00,$99.00,3.0,62,30,45 minutes
ID_7791,39.67491849,-85.60754427,North Indian,$25.00,$50.00,3.1,4,1,30 minutes
ID_6875,39.11165515,-85.15053857,Street Food,$10.00,$50.00,3.9,138,50,45 minutes
ID_2274,39.31215052,-85.6936807,"Mithai, North Indian, South Indian, Chinese",$15.00,$50.00,-,-,-,45 minutes
ID_324,39.26067667,-85.22048382,"Biryani, Kebab",$10.00,$50.00,3.4,11,2,30 minutes
ID_7468,39.30825271,-85.05234797,"North Indian, Street Food, Desserts",$15.00,$50.00,4.0,696,296,45 minutes
ID_2718,39.07009996,-85.00766232,"North Indian, Chinese, Seafood",$50.00,$50.00,3.1,46,32,30 minutes
ID_5952,39.4424864,-85.02853213,Beverages,$15.00,$50.00,-,-,-,30 minutes
ID_2238,39.1670577,-85.05777879,"Healthy Food, Fast Food, Beverages",$20.00,$50.00,NEW,-,-,45 minutes
ID_439,39.61088614,-85.86950258,"South Indian, Biryani, Hyderabadi, Fast Food, Chinese",$10.00,$50.00,3.7,50,5,30 minutes
ID_1761,39.7943524,-85.38793952,Beverages,$10.00,$50.00,3.3,9,7,30 minutes
ID_8597,39.36380008,-85.64487308,"Pizza, Fast Food",$10.00,$50.00,-,-,-,30 minutes
ID_8287,39.63087968,-85.00275174,South Indian,$10.00,$50.00,NEW,-,-,45 minutes
ID_6424,39.46418073,-85.05133363,"North Indian, South Indian, Chinese",$20.00,$50.00,-,-,-,30 minutes
ID_2389,39.33367163,-85.88440507,Fast Food,$15.00,$50.00,3.5,69,26,30 minutes
ID_7727,39.59222242,-85.74873759,"Bengali, Chinese, North Indian",$15.00,$50.00,3.1,5,-,30 minutes
ID_6706,39.39743761,-85.61425461,"South Indian, Chinese, North Indian",$20.00,$50.00,2.9,14,10,30 minutes
ID_1044,39.89981956,-85.30372632,"North Indian, Chinese",$20.00,$99.00,4.1,2465,860,45 minutes
ID_551,39.51946837,-85.65713987,Fast Food,$15.00,$50.00,-,-,-,30 minutes
ID_6140,39.71394646,-85.51794664,Mithai,$20.00,$50.00,3.7,61,18,30 minutes
ID_129,39.43872903,-85.88415368,North Indian,$25.00,$50.00,3.2,16,2,30 minutes
ID_8357,39.67606904,-85.3614218,"Bakery, Desserts",$20.00,$99.00,2.8,4,4,120 minutes
ID_7821,39.07331576,-85.89293647,"Fast Food, Momos, Desserts, Beverages",$10.00,$50.00,3.7,196,88,45 minutes
ID_4351,39.58770004,-85.86978066,"Chinese, Continental, Burger, Pizza",$40.00,$50.00,3.7,372,226,30 minutes
ID_8020,39.01678564,-85.28631944,Fast Food,$15.00,$50.00,3.8,35,12,30 minutes
ID_4124,39.38086696,-85.79238246,Desserts,$10.00,$50.00,-,-,-,30 minutes
ID_871,39.90093672,-85.19523953,"North Indian, Biryani",$10.00,$50.00,2.7,16,10,30 minutes
ID_8277,39.76224552,-85.19264067,North Indian,$10.00,$50.00,NEW,-,-,30 minutes
ID_1705,39.3828565,-85.78647874,"Chinese, Momos",$10.00,$50.00,3.9,129,85,30 minutes
ID_4963,39.00881468,-85.11112897,Fast Food,$15.00,$50.00,-,-,-,30 minutes
ID_2766,39.35210636,-85.37766797,"North Indian, Kebab",$20.00,$50.00,-,-,-,30 minutes
ID_2386,39.23826152,-85.10683532,"Asian, Chinese",$30.00,$50.00,4.2,510,230,65 minutes
ID_7535,39.52348227,-85.84419657,"North Indian, Chinese, Fast Food",$5.00,$50.00,3.3,9,5,30 minutes
ID_8311,39.59356969,-85.45745923,"North Indian, Rolls, Chinese",$20.00,$50.00,3.5,22,12,30 minutes
ID_3378,39.1444688,-85.71540509,"North Indian, Maharashtrian, Chinese",$20.00,$50.00,3.3,20,6,45 minutes
ID_3874,39.71764228,-85.26424716,"North Indian, Chinese, South Indian, Fast Food",$25.00,$50.00,3.6,87,37,45 minutes
ID_1676,39.30252879,-85.46948917,"Cafe, Chinese",$20.00,$50.00,3.6,90,14,30 minutes
ID_6594,39.36760189,-85.9814452,Mithai,$15.00,$50.00,3.7,41,7,30 minutes
ID_2701,39.14212498,-85.91420975,Fast Food,$10.00,$50.00,3.5,55,24,30 minutes
ID_5964,39.95532877,-85.80164552,"North Indian, Chinese",$25.00,$50.00,3.8,365,206,30 minutes
ID_3601,39.91292875,-85.70288105,North Indian,$20.00,$50.00,2.9,6,2,30 minutes
ID_3374,39.95578573,-85.80393723,North Indian,$20.00,$50.00,3.2,11,3,30 minutes
ID_861,39.52108028,-85.05323143,Biryani,$15.00,$50.00,2.8,8,3,30 minutes
ID_2544,39.09348971,-85.72662876,"Biryani, Awadhi, Beverages, Desserts",$15.00,$50.00,NEW,-,-,30 minutes
ID_3866,39.52595413,-85.48538005,North Indian,$15.00,$50.00,3.7,110,34,45 minutes
ID_2491,39.34046311,-85.46613097,"Chinese, Mughlai",$45.00,$50.00,4.1,1719,1260,45 minutes
ID_6879,39.86750828,-85.73970028,"North Indian, South Indian, Chinese, Fast Food, Mithai",$20.00,$50.00,3.8,1291,366,45 minutes
ID_8162,39.40176031,-85.8114829,"Continental, Italian, American",$30.00,$50.00,4.0,611,320,45 minutes
ID_3058,39.88302274,-85.48232883,"Mithai, North Indian, Street Food, Chinese, South Indian",$20.00,$50.00,3.7,435,184,65 minutes
ID_2785,39.13745067,-85.72340034,North Indian,$15.00,$50.00,3.5,27,5,30 minutes
ID_56,39.35096289,-85.17848919,"Cafe, Fast Food",$35.00,$50.00,4.2,164,115,45 minutes
ID_1451,39.87931638,-85.27699364,Fast Food,$10.00,$50.00,-,-,-,30 minutes
ID_1146,39.30044993,-85.62088508,"Burger, Fast Food",$15.00,$99.00,4.0,1608,986,45 minutes
ID_71,39.89736043,-85.92760279,"Desserts, Beverages, Healthy Food",$20.00,$50.00,3.6,48,19,45 minutes
ID_4523,39.17290206,-85.71006687,"Rolls, Salad, Sandwich",$20.00,$50.00,3.9,83,31,30 minutes
ID_776,39.55058207,-85.74069249,South Indian,$10.00,$50.00,3.9,145,52,30 minutes
ID_7000,39.39876878,-85.67384795,North Eastern,$40.00,$50.00,3.9,161,35,30 minutes
ID_3620,39.40959068,-85.54953354,"Bakery, Desserts, Ice Cream",$20.00,$50.00,-,-,-,30 minutes
ID_5350,39.06923832,-85.8540493,Bakery,$15.00,$50.00,2.8,14,9,30 minutes
ID_6201,39.78580917,-85.3691384,"Fast Food, Rolls",$15.00,$50.00,3.7,134,41,45 minutes
ID_400,39.17954699,-85.06583753,"North Indian, Chinese, Biryani",$25.00,$50.00,3.7,327,59,30 minutes
ID_1522,39.30194328,-85.5595932,"Mithai, Street Food",$10.00,$50.00,3.2,7,2,65 minutes
ID_3767,39.72690131,-85.52814288,"North Indian, Chinese, Continental, Italian",$60.00,$50.00,4.2,713,560,30 minutes
ID_8227,39.23028477,-85.57939754,"Biryani, North Indian, Chinese, Arabian",$30.00,$50.00,3.7,85,33,65 minutes
ID_6882,39.79008557,-85.23809242,"Bakery, Fast Food, Desserts",$20.00,$50.00,3.5,80,47,30 minutes
ID_1204,39.05134834,-85.38666835,"Cafe, Fast Food, Beverages",$20.00,$50.00,-,-,-,30 minutes
ID_8093,39.55469531,-85.14525059,"Seafood, Chinese, Fast Food, North Indian, Maharashtrian",$20.00,$50.00,3.2,8,4,30 minutes
ID_1635,39.3442469,-85.52319871,"Pizza, Italian",$20.00,$50.00,3.9,-,-,30 minutes
ID_7502,39.3524021,-85.34305831,"North Indian, Healthy Food, South Indian",$20.00,$50.00,3.6,79,23,30 minutes
ID_8578,39.2360843,-85.36912854,"Fast Food, Italian, Beverages",$15.00,$50.00,3.6,167,89,65 minutes
ID_7485,39.72454038,-85.43881409,"North Indian, Chinese",$20.00,$50.00,2.8,33,5,45 minutes
ID_2844,39.45424252,-85.08444934,"North Indian, Rolls, Biryani",$20.00,$50.00,3.8,263,67,45 minutes
ID_635,39.44684946,-85.02729441,Mishti,$5.00,$99.00,4.4,1512,579,45 minutes
ID_7378,39.15561428,-85.40086412,"Chinese, Thai",$20.00,$99.00,3.5,34,20,65 minutes
